"Parameter:","參數值:","パラメーター"
"Update","套用","更新"
"Reset","重設","再セット"
"Link","連結","連結　"
"Global Key Mapping","固定功能鍵設定","固定機能キー設定"
"Page number:","頁碼:","ページ"
"Unlink All","移除所有連結","全て連結しない"
"Selected button:","選擇功能按鍵:","選択ボタン"
"Linked to function:","連結功能至:","機能を連結"
"Unlink","移除連結","連絡されていない"
"Function label:","功能標籤:","機能ラベル"
"Update","套用","更新"
"Reset","重設","再セット"
"Parameter:","參數值:","パラメーター"
"Update","套用","更新"
"Reset","重設","再セット"
"Link","連結","連結"
"Save","儲存設定","保存"
"Cancel","取消","取消"
,,
"giftcard.dtd:","giftcard.dtd:","giftcard.dtd:"
"Payment By Gift Card","禮品卡付款","ギフトカード払い"
"CLEAR","清空","クリアー"
"DEL","刪除","削除"
,,
"imagemanager.dtd:","imagemanager.dtd:","imagemanager.dtd:"
"Image Manager","圖像管理","画像管理"
"Image File:","圖檔:","イメージファイル"
"name:","檔名:","名前"
"size:","檔案大小:","サイズ"
"Import","匯入","とり込む"
"Export","匯出","転送する"
"Delete","刪除","削除"
"Rename","重新命名","再度名前をつける"
"Disk Usage Limit:","磁碟空間:","ディスクの空間"
"Total:","總計:","合計"
"Used:","已使用:","使用中"
"Files:","檔案數量:","ファイル数量"
"Import/Export:","匯入/匯出:","とり込む／転送する"
"total size:","總計大小:","合計サイズ"
"total files:","總檔案數量:","合計ファイル"
"status:","狀態:","状態"
,,
"importexport.dtd:","importexport.dtd:","importexport.dtd:"
"Database Import / Export","資料匯入/匯出","データベースをとり込む／転送する"
"Import","匯入","とり込む"
"Export","匯出","転送する"
"Ok","完成","OK"
"Cancel","取消","取消"
"Add","新增","新規・追加"
"Modify","修改","変更"
"Delete","刪除","削除"
,,
"jobs.dtd:","jobs.dtd:","jobs.dtd:"
"Job List","工作內容","仕事リスト"
"Job Name","工作名稱","仕事名"
"Add","新增","新規・追加"
"Modify","修改","変更"
"Delete","刪除","削除"
,,
"licensecheck.dtd:","licensecheck.dtd:","licensecheck.dtd:"
"License check error. Please contact your agent or reseller for assistance.","產品序號錯誤. 請聯繫您的經銷商並尋求協助.","商品の順番の誤り。販売店に連絡してください。"
,,
"localekeyboard.dtd:","localekeyboard.dtd:","localekeyboard.dtd:"
"Locale and Keyboard Mapping","語系與鍵盤設定","語系とキーボード設定"
"Locale","語系","語系"
"Keyboard Mapping","鍵盤設定","キーボード設定"
,,
"messages.pot:","messages.pot:","messages.pot:"
"Add New ACL Group","新增權限群組","新しいアクセスグループの追加"
"New ACL Group","新權限群組","新しいアクセスグループ"
"Group Name","群組名稱","グループ名"
"ACL Group [%S] already exists; ACL group not added.","權限群組 [%S] 已存在; 權限群組未新增","アクセスグループ[%S]はすでにある。グループは追加されていない"
"ACL Group [%S] added successfully","權限群組 [%S] 新增成功","アクセスグループ[%S]追加成功"
"An error occurred while adding ACL Group [%S]; the ACL group may not have been added successfully","新增權限群組 [%S] 時發生錯誤; 該權限群組並未新增成功","アクセスグループ[%S]を追加中エラー発生。権限グループの登録は出来ていません。"
"The ACL group [%S] has been assigned to one or more users [%S] and cannot be removed.","權限群組 [%S] 已被一個或多個員工設定 [%S] 且無法刪除","アクセスグループ[%S]は一人かそれ以上の利用者に割り当てられていて、削除することは出来ません。"
"confirm delete %S","確認已刪除 %S","[%S]を削除するかの確認"
"Are you sure?","你確定嗎?","本当に削除してもいいですか？"
"ACL Group [%S] removed successfully","權限群組 [%S] 刪除成功","アクセスグループ[%S]削除成功"
"An error occurred while removing ACL Group [%S]; the ACL group may not have been removed successfully","刪除權限群組 [%S] 時發生錯誤; 該權限群組並未刪除成功","アクセスグループ[%S]削除中にエラー発生。権限グループの削除は出来ません。"
"ACL Group [%S] modified successfully","權限群組 [%S] 修改成功","アクセスグループ[%S]変更成功"
"An error occurred while modifying ACL Group [%S]; the ACL group may not have been modified successfully","修改權限群組 [%S] 時發生錯誤; 該權限群組並未修改成功","アクセスグループ[%S]変更中にエラー発生。権限グループの変更は出来ません。"
"OUT OF STOCK","已無庫存","在庫なし"
"Product May Be Out of Stock!","產品可能已無庫存","製品の在庫がないかもしれません。"
"STOCK LOW","庫存量低於安全庫存","在庫が少ない"
"Low Stock Threshold Reached!","庫存量已達安全庫存","在庫量は十分にあります。"
"VERIFY AGE","確認年齡","年齢確認"
"Verify Customer Age for Purchase of [%S]!","請與客戶確認其年齡已達購買 [%S] 之法律規定","[%S]を購入する顧客の年齢確認"
"Verify Customer Age for Purchase of [%S]!","請與客戶確認其年齡已達購買 [%S] 之法律規定","[%S]を購入する顧客の年齢確認"
"SINGLE ITEM SALE","單一產品快速銷售","単品セール"
"Product scan code not found [%S]","產品條碼 [%S] 不存在","商品スキャンコード[%S]!が見つかりません"
"Not an open order; cannot modify","已結單或未開單; 禁止修改","普通オーダーではないので修正できません"
"Please select an item first","請先選擇一個品項","品目を選んでください。"
"Cannot modify selected item [%S]","無法修改選取的品項 [%S]","選択して品目[%S]を修正できません。"
"Not authorized to modify condiment price","權限不足; 禁止修改調味價格","調味料価格を変更するのを認可されていません。"
"Cannot modify; selected item [%S] has discount or surcharge applied","禁止修改; 選取的品項 [%S] 已套用折扣或附加費","修正禁止：選択された品目[%S]は割引か割増されています。"
"Cannot modify; selected item [%S] has been subtotaled","禁止修改; 選取的品項 [%S] 已列入小計","修正禁止：選択された品目[%S]は小計されています。"
"Cannot modify; no price or quantity entered","禁止修改; 價格或數量未輸入","修正禁止：値段か数量が入力されていません。"
"Cannot modify condiment; no price entered","禁止修改調味; 價格未輸入","調味料修正禁止：値段が入力されていません。"
"Quantity may not be less than 1","數量不得小於 1","数量が１より少ないです。"
"Not an open order; cannot VOID","已結單或未開單; 禁止刪除","普通オーダーではないので削除できません。"
"Cannot VOID the selected item [%S]\n ; It is not the last registered item","禁止刪除選取的品項 [%S] ; 該品項並非最後輸入之品項","選択された品目[%S]は最後に入力されたものではないので削除できません。"
"Cannot VOID an item that has been subtotaled","已列入小計之品項禁止刪除","すでに小計されているので削除できません。"
"Please enter the discount amount","請輸入折扣金額","割引価格を入力してください。"
"Please enter the discount percentage first","請先輸入折扣百分比","先に割引率を入力してください。"
"Please enter the discount percentage","請輸入折扣百分比","割引率を入力してください。"
"Not an open order; cannot add discount","已結單或未開單; 禁止新增折扣","普通オーダーではないので割引できません。"
"Please select an item","請選擇一個品項","品目を選んでください。"
"Not an open order; cannot add surcharge","已結單或未開單; 禁止新增附加費","普通オーダーではないので追加料金できません。"
"Pretax discount can only be registered against subtotals","稅前折扣只能在小計時列入","税込み割引は小計のみに対応します。"
"Discount has been already been registered on item [%S]","品項 [%S] 之折扣已計入","品目[%S]に割引は対応されました。"
"Surcharge has been already been registered on item [%S]","品項 [%S] 之附加費已計入","品目[%S]に追加料金は対応されました。"
"Cannot modify an item that has been subtotaled","已列入小計之品項禁止修改","すでに小計された品目は修正できません。"
"Cannot register discount on return items","禁止退貨品項列入折扣","返品されて商品は割引できません。"
"Cannot apply discount to [%S]\n ; It is not the last registered item","禁止提供折扣於選取的品項 [%S] ; 該品項並非最後輸入之品項","選択された品目[%S]は最後に登録されたものではないので割引できません。"
"Discount may not be added to [%S]","禁止提供折扣於 [%S]","[%S]に割引は対応されていません。"
"Please enter the discount amount or percentage","請輸入折扣金額或百分比","割引料金とパーセンテージを入力してください。"
"Please enter the surcharge amount first","請先輸入附加費金額","先に割増料金を入力してください。"
"Please enter the surcharge percentage","請輸入附加費百分比","割増料金を入力してください。"
"Pretax surcharge can only be registered against subtotals","稅前附加費只能在小計時列入","税込み割増は小計のみに対応します。"
"Cannot apply surcharge to [%S]\n ; It is not the last registered item","禁止套用附加費於選取的品項 [%S] ; 該品項並非最後輸入之品項","[%S]は最後に登録されたものではないので割増を対応することはできません。"
"Surcharge may not be added to [%S]","禁止套用附加費於 [%S]","[%S]に割増料金は対応されていません。"
"Not an open order; operation invalid","已結單或未開單; 操作無效","普通オーダーではないので操作は無効です。"
"Not an open order; cannot register House Bon","已結單或未開單; 禁止登錄贈送產品","普通オーダーではないのでギフトを登録できません"
"House Bon may not be applied to [%S]","品項 [%S] 禁止登錄為贈送產品","ギフトは品目[%S]に適応しません"
"The selected currency [%S] has not been configured","選取的幣別尚未設定","選択された通貨は設定されていません。"
"Please enter an amount first","請先輸入金額","金額を入力してください。"
"Please configure the selected currency entry first [%S]","請先設定選取的幣別 [%S]","先に金額を入力してください。"
"Credit Card Remark","信用卡註記","クレジットカード注意"
"Payment","付款","支払い"
"Card Type","卡別","カードの種類"
"Card Remark","卡片註記","カード注意"
"Gift Card Remark","禮品卡註計","ギフトカード注意"
"Not an open order; cannot register payments","已結單或未開單; 禁止登錄付款金額","普通オーダーではないので支払いを登録できません。"
"Not an open order; cannot shift tax","已結單或未開單; 禁止切換稅別","普通オーダーではないので税金を変更できません。"
"This operation cannot be performed on [%S]","此作業禁止在品項 [%S] 上執行","[%S]では操作をすることができません。"
"The tax status indicated does not exist [%S]","選取的稅別不存在","選択した税金は存在していません。"
"Not an open order; cannot add condiment","已結單或未開單; 禁止新增調味","普通オーダーではないので、調味料を加えられません。"
"Condiments may not be added to [%S]","禁止於品項 [%S] 新增調味","調味料は[%S]に加えられていません。"
"Cannot add condiments to an item that has been subtotaled","已列入小計之品項禁止新增調味","小計された品目に調味料は加えられません。"
"Please void discount on item first","請先刪除該品項之折扣","先に割引を取り消してください。"
"Please void surcharge on item first","請先刪除該品項之附加費","先に割増を取り消してください。"
"No Condiment group associated with item [%S]","品項 [%S] 並未與任何調味群組連結","品目[%S]に関連した調味料グループはありません"
"Not an open order; cannot add memo","已結單或未開單; 禁止新增備註","普通オーダーではないのでメモを追加できません。"
"Add New Memo","新增備註","新規メモを追加"
"Add Memo","新增備註","メモを追加"
"Memo:","備註","メモ　"
"No open order to push","已結單或未開單","お勧めメニューはありません"
"Order is not queued because it is empty","無任何品項故無法暫存","品切れのためオーダーは入っていません。"
"Authentication failed! ; Please make sure the password is correct.","登入失敗! 請確認登入密碼是否正確.","認証失敗：パスワードを確認してください。"
"Authentication failed! ; Please select a user","登入失敗! 請選擇使用者","認証失敗：担当を選んでください。"
"Please select a user first","請先選擇使用者","先に担当を選んでください"
"Please enter the passcode","請輸入登入密碼","パスコードを入力してくださ。"
"Authentication Failed! ; Please make sure the passcode is correct","登入失敗! 請確認登入密碼是否正確","認証失敗：パスコードを確認してください。"
"Please select a job first","請先選擇工作內容","先に仕事内容を選んでください。"
"Not clocked in yet","尚未打上班卡","出勤のタイムカードが押されていません。"
"Add New Condiment Group","新增調味群組","新しく調味グループを追加"
"New Condiment Group","新調味群組","新しい調味グループ"
"Condiment Group [%S] already exists.","調味群組 [%S] 已存在","調味グループ[%S]はすでにあります"
"Condiment Group [%S] added successfully","新增調味群組成功","調味グループ[%S]追加されました"
"An error occurred while adding Condiment Group [%S]\n ; The group may not have been added successfully","新增調味群組 [%S] 時發生錯誤; 該調味群組並未新增成功","調味グループ[%S]を追加中エラー発生：グループは追加されていません。"
"Condiment Group [%S] already exists","調味群組 [%S] 已存在","調味グループ[%S]はすでにあります"
"Condiment Group [%S] modified successfully","調味群組 [%S] 修改成功","調味グループ[%S]修正成功"
"An error occurred while modifying Condiment Group [%S]\n ; The group may not have been modified successfully","修改調味群組 [%S] 時發生錯誤; 該調味群組並未修改成功","調味グループ[%S]を修正中エラー発生：グループは修正されていません。"
"Condiment Group [%S] removed successfully","調味群組 [%S] 刪除成功","調味グループ[%S]削除成功"
"An error occurred while removing Condiment Group [%S]\n ; The group may not have been removed successfully","刪除調味群組 [%S] 時發生錯誤; 該調味群組並未刪除成功","調味グループを削除中エラー発生：グループは削除されていません。"
"Add New Condiment","新增調味種類","新しい調味を追加"
"New Condiment","新調味種類","新しい調味"
"Condiment Name","調味名稱","調味の名前"
"Condiment Price","調味價格","調味の値段"
"Condiment Price must be a number","調味價格必須為數字","調味の値段は数字でないといけません"
"Condiment [%S] already exists in this group","調味名稱 [%S] 已存在於本調味群組","調味[%S]はすでにグループにあります"
"Condiment [%S] added successfully","新增調味種類 [%S] 成功","調味追加されました"
"An error occurred while adding Condiment [%S]\n ; The condiment may not have been added successfully","新增調味種類 [%S] 時發生錯誤; 該調味種類並未新增成功","調味[%S]を追加中エラー発生：調味は追加されていません。"
"Condiment [%S] modified successfully","修改調味種類 [%S] 成功","調味[%S]変更されました"
"An error occurred while modifying Condiment [%S] ; The condiment may not have been modified successfully","修改調味種類 [%S] 時發生錯誤; 該調味種類並未修改成功","調味[%S]を変更中エラー発生：調味は変更されていません"
"Condiment [%S] removed successfully","刪除調味種類 [%S] 成功","調味[%S]削除成功"
"An error occurred while removing Condiment [%S]\n ; The condiment may not have been removed successfully","刪除調味種類 [%S] 時發生錯誤; 該調味種類並未刪除成功","調味[%S]を削除中エラー発生：調味は削除されていません"
"Department Number must not be empty","部門代碼不得為空白","部門ナンバー空いていてはいけません"
"Department Name must not be empty","部門名稱不得為空白","部門名は空いていてはいけません"
"Duplicate Department Number (%S); department not %S.","部門代碼 (%S) 已存在; 請輸入其他代碼","部門ナンバー[%S]はすでにあります。"
"Duplicate Department Name (%S); department not %S.","部門名稱 (%S) 已存在; 請輸入其他名稱","部門名[%S]はすでにあります"
"Add New Department","新增產品部門","新部門を追加"
"New Department","新產品部門","新部門　"
"Department Number","部門代碼","部門ナンバー"
"Department Name","部門名稱","部門名"
"Department [%S] added successfully","新增產品部門 [%S] 成功","部門[%S]追加されました。"
"An error occurred while adding Department [%S] ; The department may not have been added successfully","新增產品部門 [%S] 時發生錯誤; 該產品部門並未新增成功","部門[%S]を追加中エラー発生：部門は追加されていません。"
"Department [%S] modified successfully","修改產品部門 [%S] 成功","部門[%S]修正されました"
"An error occurred while modifying Department [%S]\n ; The department may not have been modified successfully","修改產品部門 [%S] 時發生錯誤; 該產品部門並未修改成功","部門[%S]を修正中エラー発生：部門は修正されていません"
"Department [%S] removed successfully","刪除產品部門 [%S] 成功","部門[%S]削除されました"
"An error occurred while removing Department [%S]\n"" ; The department may not have been removed successfully","刪除產品部門 [%S] 時發生錯誤; 該產品部門並未刪除成功","部門[%S]を削除中エラー発生：部門は削除されていません"
".name",".名稱","名前"
".label",".標籤","ラベル"
".desc",".敘述","敘述"
"export plu finish!","產品資料匯出完成!","商品資料転送完了"
"export data finish!","資料匯出完成!","データ転送完了"
"Add New Job","新增工作內容","新しい仕事を追加"
"New Job","新工作內容","新しい仕事　"
"Job Name","工作名稱","仕事名"
"Duplicate job name [%S]; job not added.","工作名稱 [%S] 已存在; 無法新增","仕事[%S]はすでにあります"
"Job [%S] added successfully","新增工作內容 [%S] 成功","仕事[%S]追加されました"
"Duplicate job name [%S]; job not modified.","工作名稱 [%S] 已存在; 無法修改","仕事名[%S]はすでにあります"
"Job [%S] modified successfully","修改工作內容 [%S] 成功","仕事[%S]修正されました"
"Job [%S] removed successfully","刪除工作內容 [%S] 成功","仕事[%S]削除されました"
"logged in","登入","ログイン"
"Failed to authenticate user","登入失敗","登録失敗"
"Please enter passcode first","請先輸入登入密碼","先にパスコードを入力してください"
"Sign Off","登出","ログアウト"
"Discard items that have been registered?","刪除已輸入之交易?","削除された品目は登録されましたか？"
"What do you want to do with the registered items?","您要如何處理已輸入之交易資料?","登録された品目をどうしたいですか？"
"Queue","暫存","列に入れる"
"Discard","刪除","削除　"
"You have one or more queued orders. Discard them?","您有一筆或多筆暫存單. 是否刪除?","一つかそれ以上の待ちオーダーがあります、削除しますか？"
"You have one or more queued orders. What do you want to do with them?","您有一筆或多筆暫存單. 請問您要如何處理?","一つかそれ以上の待ちオーダーがあります、どうしますか？"
"Keep","保留","保留"
"confirm sign-off","確認登出","ログアウトの確認"
"Are you ready to sign off?","您準備要登出嗎?","ログアウトしますか？"
"Add New Product Group","新增產品群組","新規商品グループを追加"
"New Product Group","新產品群組","新規商品グループ　"
"Duplicate Product Group name [%S]; Product Group not added.","產品群組名稱 [%S] 已存在; 無法新增","商品グループ[%S]はすでにあります"
"Product Group [%S] added successfully","新增產品群組 [%S] 成功","商品グループ[%S]追加されました"
"Duplicate Product Group name [%S]; Product group not modified.","產品群組名稱 [%S] 已存在; 無法修改","商品グループ名[%S]はすでにあります、修正できません。"
"Product Group [%S] removed successfully","刪除產品群組 [%S] 成功","商品グループ[%S]削除されました"
"Add New Product Set","新增組合產品","新規の商品セットを追加"
"Product Set","組合產品","商品セット"
"Product No.or Barcode","產品編號或產品條碼","商品ナンバーかバーコード"
"Quantity","數量","数量　"
"Product not found (%S).","產品 (%S) 不存在","商品[%S]はありません"
"Product No. must not be empty.","產品編號不得為空白","商品ナンバーを入れてください"
"Product Name must not be empty.","產品名稱不得為空白","商品名を入れてください"
"The Product No. [%S] already exists; product not added.","產品編號 [%S] 已存在; 無法新增","商品ナンバー [%S]はすでにあります：追加できません"
"The Product Name [%S] already exists; product not added.","產品名稱 [%S] 已存在; 無法新增","商品名 [%S]はすでにあります：追加できません"
"The Product Name [%S] already exists; product not modified.","產品名稱 [%S] 已存在; 無法修改","商品名 [%S]はすでにあります：修正できません"
"Add New Product","新增產品","新商品を追加"
"New Product","新產品","新商品　"
"Product No.","產品編號","商品ナンバー"
"Product Name","產品名稱","商品名"
"Product [%S] added successfully","新增產品 [%S] 成功","商品 [%S]追加されました"
"An error occurred while adding Product [%S]; the product may not have been added successfully","新增產品 [%S] 時發生錯誤; 該產品並未新增成功","商品 [%S]を追加中エラー発生：商品は追加されていません"
"Product [%S] modified successfully","修改產品 [%S] 成功","商品 [%S]修正されました"
"An error occurred while modifying Product [%S]\n ; The product may not have been modified successfully","修改產品 [%S] 時發生錯誤; 該產品並未修改成功","商品 [%S]を修正中エラー発生：商品は修正されていません"
"Product [%S] removed successfully","刪除產品 [%S] 成功","商品 [%S]削除されました"
"An error occurred while removing Product [%S]\n ; The product may not have been removed successfully","刪除產品 [%S] 時發生錯誤; 該產品並未刪除成功","商品 [%S]を削除中エラー発生：商品は削除されていません"
"Product [%S] Not Found!","產品 [%S] 不存在","商品 [%S]はありません"
"Price Level changed from [%S] to [%S]","價格由設定 [%S] 變更為設定 [%S]"," [%S]から [%S]に価格はかわりました"
"Default","預設","初期値"
"Default Price Level","預設價格設定","初期価格"
"Schedule [%S - Price Level %S] added successfully","新增變價排程 [%S - 價格設定 %S] 成功","表 [%S - Price Level %S]追加されました"
"confirm remove %S - price level %S","確認刪除 %S - 價格設定 %S"," [%S - Price Level %S]削除の確認"
"Schedule [%S - Price Level %S] removed successfully","刪除變價排程 [%S - 價格設定 %S] 成功","スケジュール [%S - Price Level %S]削除されました"
"Stock level for [%S] modified successfully","修改產品 [%S] 庫存量成功","[%S]の在庫数が修正されました"
"Product/Barcode Number (%S) not found!","產品編號/產品條碼 (%S) 不存在","製品／バーコードナンバー[%S]はありません"
"Tax code must not be empty.","稅別代碼不得為空白","税金番号をいれてください"
"Tax name must not be empty.","稅別名稱不得為空白","税金名を入れてください"
"Duplicate tax code [%S]; tax not added","稅別代碼 [%S] 已存在; 無法新增","税金番号[%S]はすでにあります"
"Duplicate tax name [%S]; tax not %S","稅別名稱 [%S] 已存在; 無法新增","税金名[%S]はすでにあります"
"Add-On","外加稅","付加額"
"Included","內含稅","税込み"
"Combined","合併稅","合併税"
"VAT & VAT","稅上稅","付加価値税"
"Add New Tax Status","新增稅別","新規の税を追加"
"New Tax Status","新稅別","新規の税　"
"Tax Code","稅別代碼","税金番号"
"Tax Name","稅別名稱","税金名"
"Tax [%S] added successfully","新增稅別 [%S] 成功","税金[%S]追加されました"
"An error occurred while adding Tax [%S]; the tax may not have been added successfully","新增稅別 [%S] 時發生錯誤; 該稅別並未新增成功","税金[%S]を追加中エラー発生：税金は追加されていません"
"Tax [%S] removed successfully","刪除稅別 [%S] 成功","税金[%S]削除されました"
"An error occurred while removing Tax [%S]; the tax may not have been removed successfully","刪除稅別 [%S] 時發生錯誤; 該稅別並未刪除成功","税金[%S]を削除中エラー発生：税金は削除されていません"
"Tax [%S] modified successfully","修改稅別 [%S] 成功","税金[%S]修正されました"
"Test","測試","テスト"
"Add New Employee","新增員工","新規の従業員を追加"
"New Employee","新員工","新規の従業員　"
"Name","員工姓名/代號","名前"
"Password","登入密碼","パスワード"
"Duplicate user name [%S]; user not added.","員工姓名/代號 [%S] 已存在; 無法新增","従業員名[%S]はすでにあります"
"Duplicate display name [%S]; user not added.","員工顯示名稱 [%S] 已存在; 無法新增","画面上の名前[%S]はすでにあります：追加できません"
"Employee [%S] added successfully","新增員工 [%S] 成功","従業員[%S]追加されました"
"Duplicate display name [%S]; user not modified.","員工顯示名稱 [%S] 已存在; 無法修改","画面上の名前[%S]はすでにあります：修正できません"
"Employee [%S] modified successfully","修改員工 [%S] 成功","従業員[%S]修正されました"
"Employee [%S] removed successfully","刪除員工 [%S] 成功","従業員[%S]削除されました"
"Select Access Group","選擇權限群組","アクセルグループを選んでください"
"confirm locale and keyboard mapping change","確認修改語系與鍵盤設定","語系とキーボードの設定を確認してください"
"Locale and Keyboard mapping changes required system restart to take effect. If you save the changes now, the system will restart automatically after you return to the Main Screen. Do you want to save your changes?","語系與鍵盤設定修改需重新啟動程式後才會生效. 如果您按下儲存鍵, 程式將在返回主頁面之後重新啟動. 您確定要儲存修改?","地域とキーボードの設定には再起動が必要です。もし変更を保存した場合、メイン画面に戻った後にシステムは自動的に再起動されます。変更を保存しますか？"
"confirm age","確認年齡","年齢確認"
"Is customer of age for purchase of [%S]?","客戶年齡是否已達購買 [%S] 之法律規定?","[%S]を購入する顧客の年齢は問題ないですか？"
"Cannot VOID the selected item [%S]. It is not the last registered item","禁止刪除選取的品項 [%S] ; 該品項並非最後輸入之品項","[%S]は最後に登録されたものではないので削除できません"
"Cannot apply discount to [%S]. It is not the last registered item","禁止提供折扣於選取的品項 [%S] ; 該品項並非最後輸入之品項","[%S]は最後に登録されたものではないので割引できません"
